Date,estimate,change,upper,lower
2019-05-19,91.56649613598411,0.28475599726093037,97.73034056668467,85.22618927369419
2019-05-24,90.62104986424401,0.17239145330830752,96.74844972419294,84.87868967895142
2019-05-26,90.95030892554064,0.3292590612966251,97.27354138952438,84.86946782028473
2019-05-30,90.63232667212999,0.28394707322092927,96.85878220050874,84.775222262195
2019-05-31,91.06320555446023,0.43087888233023364,97.3442207976808,84.66277781496422
2019-06-02,91.53237134993184,0.46916579547161064,97.79885130342569,84.58115969684422
2019-06-03,91.73127097463683,0.19889962470499256,97.92851902768867,85.20285834865686
2019-06-04,92.21237572968828,0.48110475505144734,98.2943812304991,86.08530558968009
2019-06-05,92.95315922066632,0.7407834909780462,99.30199549829814,86.07468079136117
2019-06-06,93.63773024931218,0.6845710286458626,100.37133140160479,87.83733040549586
2019-06-07,93.9281714387222,0.29044118941001784,100.1981752622574,87.88272381844982
2019-06-10,93.6716715792012,0.10499462936529369,99.95761193387906,87.74233298226005
2019-06-11,94.23591376915769,0.564242189956488,101.11364213818153,87.71023470868842
2019-06-12,94.97535319292835,0.7394394237706621,101.32488343773753,88.34051911332854
2019-06-13,95.44820489135392,0.47285169842557195,101.69225051648635,89.60656296996788
2019-06-14,95.45240753321278,0.00420264185885344,101.65650487787809,88.8621520759196
2019-06-17,95.4087813595886,0.3027046870342218,101.8800481080867,89.43473291333277
2019-06-18,95.95601052234458,0.5472291627559827,102.34077198912593,89.34249394035747
2019-06-19,96.37199822556033,0.4159877032157482,102.91601391439892,90.10827547513071
2019-06-20,96.42150316790102,0.049504942340689695,102.67162106033193,89.98375251731706
2019-06-23,96.37848177798419,0.15197732024509492,102.54956789680718,90.24571465562359
2019-06-24,96.85435997277024,0.4758781947860484,103.20223787676024,90.2448994437515
2019-06-25,97.23609836569355,0.38173839292331024,103.8420383593939,90.8592362326061
2019-06-26,97.29758918360606,0.06149081791251376,103.56452924130409,90.80896070719824
2019-06-30,97.79459634534282,0.7428937759602121,104.76687973790413,91.3612924129024
2019-07-01,98.29419570713979,0.4995993617969674,104.67751662633334,91.64325146612002
2019-07-02,98.61342229396574,0.3192265868259483,105.63223570114062,92.28447440851339
2019-07-03,98.8499546164206,0.23653232245486322,105.46340027337916,92.76141106880266
2019-07-04,99.27032848927125,0.42037387285064653,105.88984590521252,92.40346760956112
2019-07-05,100.00923181676514,0.7389033274938868,106.46284806326751,93.91330311762255
2019-07-07,101.51974007777774,1.5105082610126033,108.35540660184641,94.9937052447525
2019-07-08,101.70747460615313,0.18773452837538684,108.51377943795598,95.21542873705397
2019-07-10,101.67345501669955,0.057938733540311205,108.31658876421842,95.04493731103167
2019-07-11,102.19447652559144,0.5210215088918915,108.96088581150691,95.88646418762376
2019-07-12,103.09074131642012,0.8962647908286812,109.55166594874966,96.05783588958084
2019-07-14,104.40385795653023,1.3131166401101098,111.44594918972416,97.40118321807087
2019-07-15,104.46013011597779,0.056272159447559034,111.32552478621137,97.25830431386916
2019-07-16,104.47588545774661,0.015755341768823428,111.62751327105151,97.7155276451147
2019-07-17,104.82030151483995,0.34441605709334056,111.91794065417848,98.03468192364618
2019-07-18,105.53552167635114,0.7152201615111835,112.99207556907352,98.19083705542558
2019-07-19,106.31412276506754,0.7786010887163997,113.47950019209827,99.46028368009765
2019-07-21,106.93411199224069,0.61998922717315,114.28043332850058,99.87979099105526
2019-07-22,106.97630216703115,0.04219017479046272,114.40257440574959,100.01854018140676
2019-07-23,107.25786453131674,0.2815623642855911,114.234101461772,100.27444190817229
2019-07-24,107.84717358561582,0.5893090542990791,115.10819996690286,100.65716867094551
2019-07-25,108.49196630805915,0.6447927224433272,116.26685813898924,101.5076100608146
2019-07-26,108.8705709813702,0.3786046733110453,116.5984642344588,102.11406508852731
2019-07-29,108.9376305945305,0.11565642262652887,116.58597351564596,101.61156566992292
2019-07-30,109.34400422887114,0.406373634340639,116.43372556509682,102.22997796998555
2019-07-31,109.84850216728168,0.5044979384105375,117.1522228879243,102.62183065128592
2019-08-01,110.19187201198083,0.3433698446991542,118.43633585735702,103.12761594044494
2019-08-02,110.32661985153193,0.13474783955109615,117.80737436583807,102.83982590977891
2019-08-04,110.85046111290266,0.523841261370734,118.03353473292265,103.19616970538057
2019-08-05,111.46025086760959,0.6097897547069238,118.55242324594525,104.24271593952557
2019-08-06,111.98407679773811,0.523825930128524,119.87552370537011,104.91938878082223
2019-08-07,112.08845267221182,0.10437587447370333,120.25270564987541,104.69754755473217
2019-08-11,111.48917084594792,0.19211926666667978,119.53624629001786,104.33263670526637
2019-08-12,111.98284268549114,0.4936718395432109,119.43735607855977,104.7645206687409
2019-08-13,112.2101027615405,0.22726007604936171,120.48798058065812,104.73163604958593
2019-08-18,111.58715796816499,0.42523095711592873,120.00269225326169,103.01201100245142
2019-08-19,111.80770470230216,0.22054673413717296,120.21716075677519,103.65295716589088
2019-08-23,111.1365977070347,0.08754905928141454,119.38773973461234,102.59438223956123
2019-08-25,111.69789240873358,0.5612947016988841,120.11881712830616,103.53928331325571
2019-08-29,111.15721239386535,0.08478533565912016,119.89172059723715,102.81837969969239
2019-08-30,111.49435707055436,0.3371446766890074,120.13863604919796,102.76774085180755
2019-09-01,111.94996275831313,0.4556056877587764,120.90506330879012,103.44997000097644
2019-09-02,111.98492235168015,0.03495959336702015,121.57763450128779,102.8657116923832
2019-09-03,112.18902492116064,0.204102569480483,121.49311819940223,103.86262573632865
2019-09-04,112.69649506783107,0.5074701466704283,121.80389135143727,103.7030453486363
