Date,estimate,change,upper,lower
2019-05-19,129.57198455855195,1.4468712795201384,134.62453411754768,124.26178929740757
2019-05-20,130.48602607199356,0.9140415134416173,135.76641100596996,125.36296234391043
2019-05-21,131.35349471697498,0.8674686449814146,136.40249355760608,126.49198482599128
2019-05-22,131.99531170305022,0.6418169860752414,137.26449206525368,127.04067811416792
2019-05-23,132.3640492416227,0.36873753857247493,137.88654286002017,127.09759099420329
2019-05-24,132.60287821639528,0.2388289747725878,137.74455197216656,127.62112972010054
2019-05-26,133.54990698415082,0.9470287677555405,139.21608877962592,128.58021365269138
2019-05-27,134.3598917414611,0.809984757310275,139.5714359173976,128.88125873178987
2019-05-28,135.18412650678786,0.8242347653267643,140.33436382164592,130.11056084735574
2019-05-29,135.8467418886536,0.6626153818657485,141.29595356890616,130.5800904523407
2019-05-30,136.32019710183928,0.4734552131856731,141.59673290522105,131.2237984517838
2019-05-31,136.71179787273783,0.39160077089854894,142.16074114447287,131.5863285118663
2019-06-02,137.5785956284247,0.8667977556868607,142.74889452078014,132.34142147701078
2019-06-03,137.93912455202565,0.36052892360095257,143.4512632554617,132.8106942592733
2019-06-04,138.11264932147742,0.17352476945177386,143.38377187445622,132.77550250935852
2019-06-05,138.1183481388299,0.005698817352481456,143.3203975663952,132.87889557314853
2019-06-07,138.16517848946688,0.07427204379473551,143.80520404286884,132.76890140566857
2019-06-09,138.5744166131051,0.4092381236382039,143.58494394260617,133.29800968273284
2019-06-10,138.6805399624512,0.10612334934612022,144.44523943773822,133.34772083822844
2019-06-17,138.43925859459492,0.01942450573125143,143.54689429167306,132.9884888942051
2019-06-18,138.57118711393474,0.13192851933982297,143.8222417959705,133.19167900564284
2019-06-19,138.84653026604454,0.275343152109798,144.44798913374188,133.883635869183
2019-06-20,139.16836506991473,0.32183480387018903,144.36062222069873,134.02642064003783
2019-06-21,139.35586145573086,0.18749638581613226,145.2537417163103,134.23009337742022
2019-06-26,139.06130135524324,0.2940689842709219,144.58699750081644,133.60922541292348
2019-06-27,139.52362684382186,0.4623254885786139,144.86555458022656,134.30784918534607
2019-06-28,139.95092412862172,0.42729728479986306,145.08869136994167,134.57282886120217
2019-06-30,140.43185177684708,0.4809276482253608,145.52273390734018,135.03027890957225
2019-07-01,140.66794672985256,0.23609495300547678,146.05436386006485,135.28718829587754
2019-07-02,141.00642286576308,0.3384761359105255,146.20071031876452,136.03418487222388
2019-07-03,141.37943366907422,0.3730108033111321,147.08556489140366,135.9217637968087
2019-07-04,141.66139527337586,0.2819616043016424,147.07912793003604,136.34408771204832
2019-07-05,141.80066202488987,0.13926675151401469,146.93850677162453,136.3997635774896
2019-07-07,142.04844222993762,0.24778020504774645,147.53750562739862,136.52531403274898
2019-07-08,142.38754074208273,0.3390985121451138,147.91237585112606,137.02348273729143
2019-07-09,142.8432666142656,0.4557258721828532,148.10606149048294,137.36665362018618
2019-07-10,143.2795580898533,0.43629147558772274,148.79792710048085,138.20689548446296
2019-07-11,143.60045541583412,0.320897325980809,148.97042376471506,138.02371003734117
2019-07-12,143.82302738145353,0.22257196561940873,149.13737820576267,138.45886236428737
2019-07-14,144.31765178899934,0.49462440754581394,149.20615095799292,139.1250220440405
2019-07-15,144.64523808726142,0.3275862982620765,150.35779226287397,139.4546933623794
2019-07-16,144.97032203865564,0.32508395139421964,150.2185148496586,139.34583599509958
2019-07-17,145.28598140974987,0.3156593710942275,150.52315544785284,139.5954162671559
2019-07-18,145.657907292992,0.3719258832421417,150.8498847042795,140.4480220472556
2019-07-19,146.1533961821833,0.49548888919127876,151.76535802177222,141.00987857126606
2019-07-21,147.25818486970198,1.1047886875186919,152.74812695153494,141.54584363495653
2019-07-22,147.5381273397654,0.27994247006341766,153.1448857251405,142.12190436303317
2019-07-26,147.62320745027822,0.24280797053148717,153.0532385179916,142.24019839707321
2019-07-28,148.59125441759235,0.9680469673141374,154.4686484015947,142.9161944034818
2019-07-29,148.95710532644515,0.36585090885279214,154.64176918134507,143.31929646254787
2019-07-30,149.1643528335953,0.20724750715015716,154.59697772264974,143.70462316901686
2019-07-31,149.32440978471948,0.16005695112417584,154.63838143577823,143.68394415215198
2019-08-01,149.5516251878984,0.22721540317891709,154.78687229406742,144.252996181328
2019-08-02,149.84544961190073,0.293824424002338,155.1332476823905,144.2402803938672
2019-08-04,150.20550594454915,0.3600563326484121,155.91723672910547,144.72266148336857
2019-08-07,150.3332839787709,0.14375357449725357,155.4786722638558,144.732873332132
2019-08-08,150.64093943863492,0.30765545986400866,156.0014943102063,145.2187087010297
2019-08-09,151.0066410970768,0.3657016584418784,156.5394263911918,145.53118641541735
2019-08-11,151.48797779802314,0.4813367009463434,157.10410062500065,146.32104693730315
2019-08-12,151.6315034546835,0.14352565666035844,157.43144305125654,146.1786901795797
2019-08-13,151.82630925765702,0.19480580297351935,157.76821527467752,146.25007183481068
2019-08-14,152.10217487242232,0.27586561476530846,157.41363294776326,146.7564389065405
2019-08-15,152.41750371437766,0.31532884195533484,158.04266345273496,146.94070369392006
2019-08-16,152.73393763897266,0.3164339245950032,158.08482284635386,147.05494039196736
2019-08-18,153.54642481781616,0.8124871788434973,159.2713207016126,148.29747368503487
2019-08-19,154.14798073747548,0.6015559196593188,159.63133338879456,148.47670113453097
2019-08-20,154.78686101419973,0.638880276724251,160.40305852231583,149.3550030043379
2019-08-21,155.27794156040585,0.4910805462061205,160.78154812756193,149.37896181866873
2019-08-22,155.4959028363924,0.21796127598653925,161.1185253809926,149.8422378988193
